university_name,scholarship_name,academic_requirements,minimum_gpa_or_percentage,english_language_requirement,course_requirements,nationality_restrictions,financial_need_required,other_conditions,required_documents,separate_application_required,auto_considered,application_steps,deadline,source_url,retrieved_on,confidence,notes
Durham University,Jeremy Vine Scholarship in English Literature,Admission to English Literature degree,NOT_FOUND,NOT_FOUND,Degree in English Studies,UK applicants,True,Low household income required,Student Finance assessment,False,True,Based on Student Finance assessment,Student Finance deadline,https://www.dur.ac.uk/study/scholarships/college-and-department/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Bryan Johns Scholarships (Mathematics),Admission to Mathematics programme,NOT_FOUND,NOT_FOUND,Mathematics programme,Preference for North East England residents,True,"Household income below £62,377; preference to participants in Maths Summer Schools, Supported Progression, or Sutton Trust Summer Schools",Student Finance assessment | Evidence of participation in support programmes (if applicable),False,True,Based on Student Finance assessment and application information,Student Finance deadline,https://www.dur.ac.uk/study/scholarships/college-and-department/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Global Masters Scholarship (Mathematical Sciences),"Admission to Master's in Mathematical Sciences or Particles, Strings and Cosmology",NOT_FOUND,NOT_FOUND,"Master's in Mathematical Sciences or MSc Particles, Strings and Cosmology",Students from low or middle-income countries,True,Partnership between Trevelyon College and Department of Mathematical Sciences,Academic qualifications | Proof of eligibility (low-income country status),False,True,Considered as part of application process,Master's programme application deadline,https://www.dur.ac.uk/study/scholarships/college-and-department/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,College Scholarships (Multiple Colleges),Varies by college,NOT_FOUND,NOT_FOUND,Varies by college and scholarship,Primarily UK students; varies,NOT_FOUND,Household income thresholds vary; specific eligibility criteria per college,Common college scholarship application form (single form for multiple colleges),True,False,Complete common college scholarship application form | Rank preferred colleges | Automatic consideration by ranked colleges if not awarded first choice,Typically during academic year; contact colleges for 2026-27 dates,https://www.dur.ac.uk/study/scholarships/college-and-department/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Alumni Fee Scholarship,Not_FOUND,NOT_FOUND,NOT_FOUND,All postgraduate taught and PGCE programmes across all faculties,Durham University alumni only,False,Must be graduate of Durham University,Proof of Durham University degree,True,False,Apply through scholarships portal | Provide proof of Durham degree,Rolling (see webpage),https://www.dur.ac.uk/study/scholarships/alumni/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,North East Scholarships,Varies,NOT_FOUND,NOT_FOUND,Varies,North East England residents,NOT_FOUND,"Residency in North East England (postcodes CA, DH, DL, NE, SR, TS)",Proof of North East residency | Student Finance assessment (where applicable),NOT_FOUND,NOT_FOUND,Contact Scholarships and Student Funding Office for eligibility,Varies by scholarship,https://www.dur.ac.uk/study/scholarships/north-east/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Ruth First Educational Trust Scholarship,Admission to postgraduate programme,NOT_FOUND,NOT_FOUND,All postgraduate programmes,South African applicants from historically disadvantaged backgrounds,False,Must demonstrate disadvantaged background,Academic qualifications | Evidence of disadvantaged background | References,True,False,Apply through scholarship portal | Provide supporting documentation,"February 28, 2026",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Said Foundation Scholarship (Postgraduate Taught),Admission to taught Master's,NOT_FOUND,NOT_FOUND,All taught Master's programmes,"Students from Syria, Palestine, Lebanon, and Jordan",False,Must demonstrate potential to become leaders and innovators of change,Passport/proof of nationality | Academic qualifications | Statement of purpose,True,False,Apply through Saïd Foundation website | Follow their application timetable,See Saïd Foundation website,https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Durham University,Chinese Scholarship Council (Postgraduate Research),PhD admision,NOT_FOUND,IELTS 6.5 or equivalent,PhD/Doctoral research programme,Citizens and permanent residents of mainland China,False,Partnership with Chinese government,Passport | Academic qualifications | PhD proposal | References,True,False,Apply through CSC website | Submit Durham PhD offer,"January 16, 2026",https://www.dur.ac.uk/study/scholarships/postgraduate/,2026-05-02,medium,Data sourced from official Durham University scholarship pages (www.dur.ac.uk/study/scholarships/) current as of May 2026. Some undergraduate bursary scheme pages redirected and full 2026-27 details not confirmed. Refer to official Durham University website or contact scholarships.advice@durham.ac.uk for real-time eligibility confirmation and application details. College scholarship deadlines and specific amounts for some 2026-27 awards not yet finalized.
Imperial College London,Imperial Bursary,NOT_FOUND,NOT_FOUND,NOT_FOUND,Undergraduate degree only,Home fee status only (UK/EU eligible residents),True,"Household income below £70,000; must apply for means-tested government loan",Household income information (via government funding body application),False,True,"Apply for means-tested government loan (e.g., Maintenance Loan from Student Finance England) | Submit household income information to regional funding body | College automatically assesses eligibility based on income | College sends confirmation via email","31 May 2027 (for 2026-27 entrants, after academic year start)",https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/imperial-bursary/,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,President's PhD Scholarships,First-class undergraduate degree or distinction in standalone Master's,NOT_FOUND,NOT_FOUND,PhD programme in eligible departments (23 departments listed),No restrictions; open to Home and Overseas,False,New entrants only; must have agreed supervisor; 50 awards available,PhD application through standard admissions system | Supervisor agreement confirmation,False,False,Contact potential supervisor in eligible department | Apply for PhD admission through online admissions system | Department nominates based on academic merit and potential | Selection in three rounds (final round deadline 2 March 2026),Round 3: 2 March 2026 (23:59 UK time),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/presidents-phd-scholarships-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Imperial Excellence Scholarship,Strong all-round application with excellent academic background,NOT_FOUND,NOT_FOUND,13 eligible MSc programmes at Business School,Home and Overseas,False,New entrants only; strong performance in interview required,MSc application (standard process) | Interview participation,False,True,"Apply for eligible MSc in admission rounds 1 or 2 | Automatically considered for scholarship if offer received | Notification: Round 1 (15 December), Round 2 (30 March)",Admission round specific (Round 2: 30 March),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-excellence-scholarship-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Imperial Excellence Bursary,Exceptional academic merit and/or potential,NOT_FOUND,NOT_FOUND,Any MSc programme at Business School,Home and Overseas,True,New entrants only; self-funded students only; strong professional experience required,MSc application | Video assessment after offer,False,False,"Apply for MSc in rounds 1 or 2 | Receive offer | Complete video assessment | Notification: Round 1 (mid-December), Round 2 (early April)",Limited awards available; early application recommended,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-excellence-bursary-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Dean's Impact Scholarship,Strong all-round application with excellent academic background,NOT_FOUND,NOT_FOUND,13 eligible MSc and MBA programmes at Business School,Home and Overseas,False,"New entrants only; demonstrable impact in entrepreneurship, technology, sustainability, social impact, or leadership; excellent communication skills",Programme application | Video assessment after offer,False,False,Apply for eligible programme | Receive offer | Complete video assessment | Decisions made throughout admissions cycle,NOT_FOUND (admissions cycle dependent),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/deans-impact-scholarship-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Empowering Futures Scholarship,Strong academic background and demonstrated potential,NOT_FOUND,NOT_FOUND,MSc Finance only,Home and Overseas,True,New entrants only; first-generation student or from financially disadvantaged background; professional experience via internships/work required,MSc Finance application | Video assessment after offer,False,False,"Apply for MSc Finance in rounds 1 or 2 | Receive offer | Complete video assessment | Notification: Round 1 (15 December), Round 2 (30 March)",Admission round dependent,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/empowering-futures-scholarship-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Imperial Loyalty Bursary,Upper Second Class Honours (undergraduate) or Merit (Master's) minimum,2.1 or equivalent for undergraduate; Merit for Master's,NOT_FOUND,13 eligible MSc and MBA programmes at Business School,Home and Overseas,False,Imperial alumni only; new entrants to postgraduate programme,Evidence of prior Imperial degree or completion,False,True,Apply for eligible MSc or MBA in rounds 1 or 2 | Automatically awarded if offer received | Limited availability; early application recommended,Round 2 recommended; applications after round 2 not guaranteed,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-loyalty-bursary-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Sanctuary Scholarship - Undergraduate,Offer received from Imperial,NOT_FOUND,NOT_FOUND,Any undergraduate programme across all departments,"Refugees, humanitarian protection holders, or asylum seekers only; no nationality restrictions within these categories",False,New entrants only; must provide proof of immigration status or explanation; offer by deadline required,"UCAS offer letter | Proof of immigration status (refugee status, humanitarian protection, or asylum claim documentation)",True,False,"Receive UCAS offer by 24 April 2026 | Complete Sanctuary Scholarship application form (Qualtrics online form) | Provide personal statement addressing study choice, barriers faced, financial circumstances | Upload proof of immigration status | Outcome notification by 30 June 2026",24 April 2026 (23:59 UK time),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/sanctuary-scholarship---undergraduate-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Sanctuary Scholarship - Postgraduate,One-year full-time or two-year part-time Master's course offer,NOT_FOUND,NOT_FOUND,"One-year full-time or two-year part-time Master's in eligible faculties (Engineering, Medicine, Natural Sciences, Business School, Languages/Culture/Communication); excludes online/distance learning, MBA, and certain design programmes","Refugees, humanitarian protection holders, or asylum seekers only",False,New entrants only; must provide proof of immigration status or explanation,"Master's programme offer | Proof of immigration status (refugee, humanitarian protection, or asylum claim documentation) | Application fee waiver documentation (if applicable)",True,False,"Submit Master's application through Imperial portal and receive offer by 24 April 2026 | Complete Sanctuary Scholarship application form (Qualtrics online form) | Provide personal statement addressing study choice, barriers faced, financial circumstances | Upload proof of immigration status | Outcome notification by 30 June 2026",24 April 2026 (23:59 UK time) for both Master's offer and scholarship application,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/sanctuary-scholarship---postgraduate-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Imperial College London,Commonwealth Shared Scholarship,Upper Second Class Honours (2:1) OR Second Class (2:2) with relevant postgraduate qualification,2.1 or 2.2 with Master's degree,Must meet College English entry requirements by 30 June 2026,"Three specific eligible MSc programmes (Human and Biological Robotics, Biomedical Engineering, Advanced Chemical Engineering)","Commonwealth country citizens, British Protected Persons, or refugees from Commonwealth countries; must be permanent resident of eligible Commonwealth country",True,New entrants only; must return to home country within one month of scholarship end; cannot have studied/worked in high-income country for one academic year or more; nominated (not self-applied),Imperial Master's application | Commonwealth Scholarships application (via CSC website) | All supporting documentation in required format | English language proficiency test results,True,False,Apply for eligible Imperial MSc course by 7 January 2026 deadline | Apply for Commonwealth Scholarship through CSC website by 9 December 2025 | College receives applications and forwarding nominations | CSC selects award winners in February 2026 | Outcome notification by 1 April 2026 at latest,Commonwealth Scholarship: 9 December 2025 (16:00 GMT); Imperial course application: 7 January 2026 (23:59 GMT),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/commonwealth-shared-scholarship-20262027.php,2026-05-02,high,"Information sourced from official Imperial College London scholarship search pages and dedicated scholarship pages for 2026/27 academic year. All URLs are current as of May 2, 2026. Some scholarship deadlines have already passed (showing as Closed), but information is accurate as published. Not all fields available for every scholarship; used NOT_FOUND where official sources did not provide specific details. Focused on central university scholarships and bursaries rather than small departmental awards."
Loughborough University,Loughborough University Bursary,No specific academic requirement,NOT_FOUND,NOT_FOUND,Any undergraduate course,"UK permanent residents, excluding Wales, Isle of Man, Channel Islands",True,"Annual household income up to £30,000; must apply for UK government student maintenance loan",Student Finance application | Household income documentation,False,True,Apply for Student Finance England or equivalent | Give consent to share information with University | University assesses eligibility in October,Student Finance application deadline,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/loughborough-university-bursary/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Opportunity Scholarships,A-level AAB or above (or equivalent),AAB equivalent,NOT_FOUND,Any undergraduate course,UK students with verified free school meal status,True,"Household income £20,000 or below (£30,000 for access programme participants); must select Loughborough as firm choice on UCAS",UCAS application with free school meal verification | Student Loans Company income verification | Parental/guardian consent for data sharing,False,True,Receive offer and select as firm choice on UCAS | Apply for maintenance loan through Student Loans Company | Staff committee reviews eligible students after A-level results,A-level results day (August 2026),https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/opportunity-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,International Excellence Scholarships,AAA from three A-levels (or equivalent); A*AA for specific engineering/science courses,AAA or A*AA,NOT_FOUND,Most undergraduate courses except Foundation programmes,International fee-paying students only,False,Must select Loughborough as firm choice through UCAS; self-funded; no other university awards; conditions must be met in one sitting,UCAS application | A-level or equivalent qualification documentation,False,True,Apply through UCAS | Receive offer | Automatically considered based on application,UCAS application deadline,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/international-excellence-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Future Leaders Scholarship,Demonstrated leadership potential and commitment to achieving extraordinary things,NOT_FOUND,NOT_FOUND,Any undergraduate degree,International fee-paying students only,False,Must have offer to study; must be self-funded with proof of remaining costs; application required,Leadership demonstration/application form | Proof of remaining funds | UCAS offer letter,True,False,Receive undergraduate offer | Complete Future Leaders application form | Submit by deadline,6 May 2026,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/future-leaders-scholarship/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Care Leaver Bursary,No specific academic requirement,NOT_FOUND,NOT_FOUND,Any undergraduate course,"UK students only, excluding Channel Islands and Isle of Man",False,Young person in care of local authority for at least 13 weeks since age 14; must be under 21 at course start,Care leaver verification from local authority | Application form,True,False,Complete Care Leaver Bursary application form | Liaise with Student Advice and Support Service | Submit before end of academic year,Before end of academic year (31 July 2026),https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/care-leaver-bursary/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Loughborough University Sanctuary Scholarship (Undergraduate),Exceptional academic achievement,NOT_FOUND,NOT_FOUND,Any undergraduate course,International students from conflict/war regions,False,Must hold conditional or unconditional offer; fleeing conflict/persecution; imminent risk to life or safety,"University offer letter | Sanctuary scholarship application form | Evidence of conflict/persecution | Proof of funds for travel, living and maintenance costs",True,False,Receive offer to undergraduate programme | Complete sanctuary scholarship application form | Submit completed form | Shortlisting and selection panel review,6 May 2026,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/sanctuary-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Sport Scholarships (Undergraduate),No specific academic requirement,NOT_FOUND,NOT_FOUND,Any undergraduate course,UK and International students,False,"Must be competing at junior international level or above; selected sports only (athletics, badminton, basketball, cricket, cycling, football, hockey, netball, rugby, squash, swimming, tennis, triathlon, wheelchair basketball)",Sports performance evidence | Competitive history documentation,True,False,Contact Sports Scholarships team | Submit sports achievement evidence | Performance assessment and interview,NOT_FOUND,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/sport-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Women in Science Bursary,No specific entry requirement; must maintain 2:1 or above each year,2:1 (60%) for continuation,NOT_FOUND,"Maths, Computer Science, Chemistry, Physics, Natural Sciences undergraduate programmes",UK and International students,False,"Women applicants; priority to underrepresented groups (BAME, disability, caring responsibilities, refugees, low participation areas)","Application form | Statement (ca. 500 words) on interest in science, women in science retention, bursary impact",True,False,Complete application form | Write motivation statement | Submit online application,3 June 2026,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/women-in-science-bursary/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Global Impact Scholarship (Postgraduate Masters),Evidence of exceptional academic achievement; normally first-class honours degree,First-class equivalent,NOT_FOUND,Any eligible master's programme,International students from designated developing countries (limited list),False,Must hold conditional or unconditional offer; commitment to home country development (no return requirement); strong evidence of motivation and initiative to secure remaining funds,Master's programme offer letter | First-class degree certification | Motivation statement | Evidence of funds for remaining costs,True,False,Receive master's offer | Complete Global Impact scholarship application | Submit via application form | Shortlisting and selection panel review,6 May 2026 (must have applied for programme by 15 April 2026),https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/global-impact-scholarship/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Chevening Partnership Scholarships (Postgraduate Masters),High calibre graduate with leadership qualities,NOT_FOUND,NOT_FOUND,Any one-year master's programme,Citizens of 160+ Chevening-eligible countries (excludes USA and EU countries),False,"Completed undergraduate degree; minimum 2 years (2,800 hours) work experience; must return to home country for minimum 2 years after award; selected Loughborough as firm choice",Undergraduate degree certificate | Work experience evidence | Master's offer letter | Chevening application form,True,False,Complete Chevening online application | Apply through Chevening website | Loughborough receives nominations from Chevening,Closed for 2026,https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/chevening-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Loughborough University Sanctuary Scholarship (Postgraduate),Exceptional academic achievement,NOT_FOUND,NOT_FOUND,Any master's programme,International students from conflict/war regions,False,Must hold conditional or unconditional offer; fleeing conflict/persecution; imminent risk to life or safety; high standard application required,Master's offer letter | Application form | Evidence of conflict/persecution | Proof of remaining funds,True,False,Receive master's offer | Complete sanctuary application form | Submit via application portal | Shortlisting and senior staff selection,6 May 2026,https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/sanctuary-scholarships/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,London Global Excellence Scholarship (Postgraduate Masters),Not specified; disruptive thinking and commitment to change required,NOT_FOUND,NOT_FOUND,Any full-time master's at Loughborough University London only,UK and International students,False,"Demonstrate disruptive thinking aligned with Climate Change, Vibrant Communities, or Sport/Health/Wellbeing themes; must have offer from London campus",Master's offer letter from London campus | Application form outlining commitment to change,True,False,Receive master's offer from London campus | Complete Global Excellence application | Submit by deadline | Dean and Senior Leadership Team review,6 May 2026,https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/global-excellence-scholarship/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Alumni Bursary (Postgraduate Masters),No specific requirement,NOT_FOUND,NOT_FOUND,Any master's programme,UK and International students,False,Must be Loughborough University graduate (previous degree from Loughborough),Proof of Loughborough undergraduate degree | Master's programme offer,False,True,Apply for master's programme | University checks graduation records | Bursary automatically applied to fees,NOT_FOUND,https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/alumni-bursary/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
Loughborough University,Care Leaver's Scholarship (Postgraduate Masters),No specific requirement,NOT_FOUND,NOT_FOUND,Any master's programme,UK and International students,False,Must have received undergraduate Care Leavers' Bursary at Loughborough,Proof of undergraduate Care Leavers' Bursary receipt | Master's offer letter,False,True,University checks previous Care Leavers' Bursary record | Scholarship automatically awarded,NOT_FOUND,https://www.lboro.ac.uk/study/postgraduate/fees-funding/masters-funding/care-leavers-scholarship/,2026-05-02,high,Data sourced from official Loughborough University website (lboro.ac.uk). Undergraduate scholarships page last updated with 2026/27 information. Postgraduate scholarships and deadlines verified. Some specific details like exact application procedures and documents not publicly specified; indicated as NOT_FOUND where official sources did not provide details. All deadlines are for 2026 entry.
University of Bath,The Bath Bursary,No specific academic requirements stated beyond offer acceptance,NOT_FOUND,NOT_FOUND,Full-time undergraduate degree course based on Bath campus,Home UK students only,NOT_FOUND,Started study from September 2024 onwards; eligible for student loans,Household income assessment from student loans awarding agency | UCAS application,False,True,Request household income assessment from Student Finance England or equivalent | Provide permission to share household income with University,26 March 2027 for 2026/27 academic year funding eligibility,https://www.bath.ac.uk/guides/the-bath-bursary/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
